Season No.,Episode No.,Episode Name,Character,Line
1,12,The Jerusalem Duality,Sheldon,I sense a disturbance in the force.
1,12,The Jerusalem Duality,Leonard,"So, Dennis, how long have you been in America."
1,12,The Jerusalem Duality,Leonard,"No kidding, you speak English really well."
1,12,The Jerusalem Duality,Leonard,What are you talking about?
1,12,The Jerusalem Duality,Sheldon,"He’s not wrong. Alright, and this is my office."
1,12,The Jerusalem Duality,Sheldon,Nope. Goodbye.
1,12,The Jerusalem Duality,Leonard,"Come on, Sheldon, we’ve hardly shown him anything."
1,12,The Jerusalem Duality,Sheldon,"Oh, alright, this is my desk, these are my books, this is my door, please close it behind you. Goodbye."
1,12,The Jerusalem Duality,Sheldon,"Keen observation, goodbye."
1,12,The Jerusalem Duality,Sheldon,Leonard.
1,12,The Jerusalem Duality,Leonard,"Huh, yeah?"
1,12,The Jerusalem Duality,Sheldon,Get him out.
1,12,The Jerusalem Duality,Leonard,"Come on, Dennis, I’ll show you the rec centre, they’ve got nautilus equipment."
1,12,The Jerusalem Duality,Leonard,Not heavy ones.
1,12,The Jerusalem Duality,Sheldon,You think I haven’t considered it? You really think I haven’t considered it?
1,12,The Jerusalem Duality,Sheldon,Get him out Leonard.
1,12,The Jerusalem Duality,Leonard,"Come on, Dennis, I’ll show you the radiation lab."
1,12,The Jerusalem Duality,Sheldon,"Yes, in fact I am the youngest person ever to win it."
1,12,The Jerusalem Duality,Sheldon,Fourteen and a half.
1,12,The Jerusalem Duality,Leonard,"It’s like looking into an obnoxious little mirror, isn’t it?"
1,12,The Jerusalem Duality,Leonard,Something you’d like to share? A tale of woe perhaps.
1,12,The Jerusalem Duality,Sheldon,"Fifteen years old. Dennis Kim is fifteen years old, and he’s already correcting my work. Today I went from being Wolfgang Amadeus Mozart to… you know, that other guy."
1,12,The Jerusalem Duality,Sheldon,"Oh, God, now even you’re smarter than me."
1,12,The Jerusalem Duality,Leonard,"Just eat, Sheldon, you’ll feel better."
1,12,The Jerusalem Duality,Sheldon,"Why waste food. In Texas when a cow goes dry they don’t keep feeding it, they just take her out and shoot her between the eyes."
1,12,The Jerusalem Duality,Leonard,You can’t let this kid get to you. You always knew that someday someone would come along who was younger and smarter.
1,12,The Jerusalem Duality,Sheldon,"Yes, but I assumed I would have been dead hundreds of years, and that there would be an asterisk by his name because he would be a cyborg."
1,12,The Jerusalem Duality,Sheldon,"Well of course you don’t, you’ve never excelled at anything."
1,12,The Jerusalem Duality,Leonard,"Well, what are you going to do, Sheldon, give up?"
1,12,The Jerusalem Duality,Sheldon,"Yes. That’s what a rational person does when his entire life’s work is invalidated by a post-pubescent Asian wunderkind. He ceases his fruitless efforts, he donates his body to scientific research, and he waits to die."
1,12,The Jerusalem Duality,Sheldon,Hey.
1,12,The Jerusalem Duality,Leonard,Hey.
1,12,The Jerusalem Duality,Sheldon,I’ve decided you’re right. My career is not over.
1,12,The Jerusalem Duality,Leonard,Great.
1,12,The Jerusalem Duality,Sheldon,"But, since the arrival of Dennis Kim has rendered my research pointless, I just have to find something else to focus on."
1,12,The Jerusalem Duality,Leonard,Great.
1,12,The Jerusalem Duality,Sheldon,"So I’ve decided, I’m going to collaborate with you."
1,12,The Jerusalem Duality,Leonard,Great.
1,12,The Jerusalem Duality,Sheldon,"What exactly is it you do? I know you chatter on about it all the time, but I’ve never really paid attention."
1,12,The Jerusalem Duality,Leonard,"Okay, well, right now I’m designing an experiment to study the soft component of cosmic radiation at sea-level, but I really don’t need any help."
1,12,The Jerusalem Duality,Sheldon,"Oh, sure you do. Now, see, what’s this here in the schematic, is that a laser array?"
1,12,The Jerusalem Duality,Leonard,Yes.
1,12,The Jerusalem Duality,Sheldon,No. Hmmm. What happens if you use argon lasers instead of helium neon?
1,12,The Jerusalem Duality,Leonard,It would blow up.
1,12,The Jerusalem Duality,Sheldon,Are you sure?
1,12,The Jerusalem Duality,Leonard,Pretty sure.
1,12,The Jerusalem Duality,Sheldon,"Pretty sure’s not very scientific, is this how you normally work, just hunches and guesses and stuff?"
1,12,The Jerusalem Duality,Leonard,"Okay, Sheldon, I understand that you’re going through a bit of a career crisis, you’re searching for some other area where you can feel valuable and productive but I need to tell you something and I want you to listen carefully."
1,12,The Jerusalem Duality,Sheldon,Alright.
1,12,The Jerusalem Duality,Leonard,Go away.
1,12,The Jerusalem Duality,Sheldon,"If you’re concerned about sharing credit with me, you’re name can go first… I’m going."
1,12,The Jerusalem Duality,Sheldon,"Engineering. Where the noble semi-skilled labourers execute the vision of those who think and dream. Hello, oompah-loompahs of science."
1,12,The Jerusalem Duality,Sheldon,I just came by to say hello.
1,12,The Jerusalem Duality,Sheldon,"Well, up until now I’ve had better things to do. So, what are we making today?"
1,12,The Jerusalem Duality,Sheldon,"Really, how does it work?"
1,12,The Jerusalem Duality,Sheldon,"Uh, huh. So it’s a shelf?"
1,12,The Jerusalem Duality,Sheldon,"Now, I notice you’re using titanium, did you give any consideration to carbon nanotubes, they’re lighter, cheaper and half twice the tensile strength."
1,12,The Jerusalem Duality,Sheldon,"And you also have a note from your mother that says I love you, bubbula. But neither of those is a cogent argument for titanium over nanotubes."
1,12,The Jerusalem Duality,Sheldon,Yes.
1,12,The Jerusalem Duality,Sheldon,Did Leonard tell you to say that?
1,12,The Jerusalem Duality,Sheldon,Huh. It can’t be a coincidence. There must be some causal link I’m missing.
1,12,The Jerusalem Duality,Sheldon,Curiouser and curiouser.
1,12,The Jerusalem Duality,Leonard,"If he were, I wouldn’t be."
1,12,The Jerusalem Duality,Leonard,Is that even possible?
1,12,The Jerusalem Duality,Leonard,Like what? He’ll never be able to cope with the fact that some fifteen year-old kid is smarter and more accomplished than he is.
1,12,The Jerusalem Duality,Leonard,"Hang on, are we talking about murdering Dennis Kim? I’m not saying no."
1,12,The Jerusalem Duality,Leonard,"That won’t happen, he’s not interested in anything but physics."
1,12,The Jerusalem Duality,Leonard,What?
1,12,The Jerusalem Duality,Leonard,"Howard, he’s fifteen."
1,12,The Jerusalem Duality,Leonard,"Howard, that’s racist, any fifteen year-old girl will do the trick. (Penny slams door.)"
1,12,The Jerusalem Duality,Sheldon,"No, no, please, come in. Yeah, I think you’ll appreciate this, very exciting."
1,12,The Jerusalem Duality,Sheldon,"Something remarkable. Since my prospects for the Nobel Prize in physics have disappeared, thank you very much, I’ve decided to refocus my efforts and use my people skills to win the Nobel Peace Prize. Look, I’m going to solve the Middle-East Crisis by building an exact replica of Jerusalem in the middle of the Mexican desert."
1,12,The Jerusalem Duality,Sheldon,"You know, it’s like the baseball movie, build it and they will come."
1,12,The Jerusalem Duality,Sheldon,The Jewish people.
1,12,The Jerusalem Duality,Sheldon,"We’ll make it nice, put out a spread."
1,12,The Jerusalem Duality,Sheldon,"Of course he has, the oracle told us little Neo was the one. You can see the Matrix, can’t you."
1,12,The Jerusalem Duality,Sheldon,"I really don’t understand your objections, Professor Goldfarb, why wouldn’t the Senoran Desert make a perfectly good promised land?"
1,12,The Jerusalem Duality,Sheldon,We could call it Nuevo Cherusalem.
1,12,The Jerusalem Duality,Sheldon,Said Pharoah to Moses.
1,12,The Jerusalem Duality,Leonard,It’s take your daughter to work day.
1,12,The Jerusalem Duality,Leonard,"Okay, so we now have a socially awkward genius in a room full of attractive age-appropriate women."
1,12,The Jerusalem Duality,Leonard,Does anyone else see the flaw in this plan?
1,12,The Jerusalem Duality,Leonard,Like what? We can’t get fifteen year-old girls drunk.
1,12,The Jerusalem Duality,Leonard,"No, we can’t."
1,12,The Jerusalem Duality,Sheldon,"Hey, Howard. You’re a Jew. If there was another wailing wall, exactly like the one in Jerusalem, but close to taco stands and cheap prescription drugs, would you still be able to wail at it? Okay, it’s definitely me."
1,12,The Jerusalem Duality,Leonard,"Okay, we cannot leave this to chance, lets pick a girl, and figure out how to get her together with Dennis."
1,12,The Jerusalem Duality,Leonard,"Sure. If he wants to spend a couple of years doing her homework while she drinks herself into a stupor with non-fat White Russians, while you’re the one holding her head out of the toilet while she’s puking and telling you she wishes more guys were like you, and they she gets into Cornell because you wrote her essay for her, and you drive up to visit her one weekend and she acts like she doesn’t even know you."
1,12,The Jerusalem Duality,Leonard,I think that’s our girl. One of us should go talk to her.
1,12,The Jerusalem Duality,Leonard,"I can’t just go up and talk to her. Howard, you talk to her."
1,12,The Jerusalem Duality,Leonard,"Well, we’re not in India."
1,12,The Jerusalem Duality,Leonard,"Okay, that was uncalled for."
1,12,The Jerusalem Duality,Sheldon,Youngest till the cyborgs rise up!
1,12,The Jerusalem Duality,Leonard,The kid got a girl.
1,12,The Jerusalem Duality,Leonard,"Yeah, mission accomplished."
1,12,The Jerusalem Duality,Leonard,"Well, why do we go home alone every night, we’re still smart."
1,12,The Jerusalem Duality,Leonard,"I don’t know if the ticket was so much for the launch as it was for you telling the policewoman “you have to frisk me, I have a rocket in my pants.”"
1,12,The Jerusalem Duality,Leonard,"Yeah, we really ruined his life."
1,12,The Jerusalem Duality,Sheldon,"Screw him, he was weak."
1,13,The Bat Jar Conjecture,Sheldon,"Oh, please. For Vulcans, mating, or, if you will, Pon Farr, it’s an extremely private matter."
1,13,The Bat Jar Conjecture,Leonard,"Still, I’d like to know the details. His mother was human, his father was Vulcan, they couldn’t just conceive."
1,13,The Bat Jar Conjecture,Leonard,What did you spill on it?
1,13,The Bat Jar Conjecture,Leonard,I’ll take a look at it.
1,13,The Bat Jar Conjecture,Leonard,"You’re kidding, why not?"
1,13,The Bat Jar Conjecture,Leonard,"This is our year! With those guys out, the entire physics bowl will kneel before Zod."
1,13,The Bat Jar Conjecture,Sheldon,Well count me out.
1,13,The Bat Jar Conjecture,Sheldon,You want me to use my intelligence in a tawdry competition? Would you ask Picasso to play Pictionary? Would you ask Noah Webster to play Boggle? Would you ask Jacques Cousteau to play Go Fish?
1,13,The Bat Jar Conjecture,Leonard,"Come on, you need a four person team, we’re four people."
1,13,The Bat Jar Conjecture,Sheldon,"By that reasoning we should also play bridge, hold up a chuppah and enter the Olympic bobsled competition."
1,13,The Bat Jar Conjecture,Leonard,"Sheldon, what, do I need to quote Spock’s dying words to you."
1,13,The Bat Jar Conjecture,Sheldon,"No, don’t."
1,13,The Bat Jar Conjecture,Leonard,The needs of the many.
1,13,The Bat Jar Conjecture,Sheldon,"Or the one. Dammit, I’ll do it."
1,13,The Bat Jar Conjecture,Leonard,The ladies?
1,13,The Bat Jar Conjecture,Sheldon,"I don’t. Teams are traditionally named after fierce creatures, thus intimidating ones opponent."
1,13,The Bat Jar Conjecture,Sheldon,"Poor choice. Gram for gram, no animal exceeds the relative fighting strength of the army ant."
1,13,The Bat Jar Conjecture,Leonard,Let’s put it to a vote. All those in favour….
1,13,The Bat Jar Conjecture,Sheldon,"Point of order. I move that any vote on team names should be unanimous. No man should be forced to emblazon his chest with the bengal tiger, when common sense dictates it should be an army ant."
1,13,The Bat Jar Conjecture,Leonard,Will the gentleman from the great state of denial yield for a question?
1,13,The Bat Jar Conjecture,Sheldon,I will yield.
1,13,The Bat Jar Conjecture,Leonard,"After we go through the exercise of an annoying series of votes, all of which the gentleman will lose, does he then intend to threaten to quit if he does not get his way?"
1,13,The Bat Jar Conjecture,Sheldon,He does.
1,13,The Bat Jar Conjecture,Leonard,"I move we are the Army Ants, all those in favour?"
1,13,The Bat Jar Conjecture,Leonard,Yes.
1,13,The Bat Jar Conjecture,Sheldon,Of course.
1,13,The Bat Jar Conjecture,Leonard,"Oh, uh, he’ll be okay once the women are mixed into the crowd. He only has a problem when they’re one on one and smell nice."
1,13,The Bat Jar Conjecture,Leonard,"I was actually the one who noticed, okay, let’s just start."
1,13,The Bat Jar Conjecture,Sheldon,"And of course, the answer is 130 adoseconds."
1,13,The Bat Jar Conjecture,Leonard,I knew that too.
1,13,The Bat Jar Conjecture,Sheldon,"And of course, the answer is giant magneto resistance."
1,13,The Bat Jar Conjecture,Sheldon,"But I answered, it’s called teamwork."
1,13,The Bat Jar Conjecture,Sheldon,By that logic I should answer all the anthropology questions because I’m a mammal.
1,13,The Bat Jar Conjecture,Leonard,Just ask another one.
1,13,The Bat Jar Conjecture,Sheldon,And of course it’s Gravity Probe B.
1,13,The Bat Jar Conjecture,Leonard,"Sheldon, you have to let somebody else answer."
1,13,The Bat Jar Conjecture,Sheldon,Why?
1,13,The Bat Jar Conjecture,Sheldon,What do manners have to do with it? This is war. Were the Romans polite when they salted the ground of Carthage to make sure nothing would ever grow again?
1,13,The Bat Jar Conjecture,Sheldon,"The objective of the competition is to give correct answers, if I know them, why shouldn’t I give them?"
1,13,The Bat Jar Conjecture,Sheldon,"Oh please, you don’t even have a PhD."
1,13,The Bat Jar Conjecture,Leonard,"Howard, sit down."
1,13,The Bat Jar Conjecture,Leonard,maybe we should take a little break.
1,13,The Bat Jar Conjecture,Sheldon,"Good idea, I need my wrist brace, all this button pushing is aggravating my old Nintendo injury."
1,13,The Bat Jar Conjecture,Sheldon,"Leonard, excellent, I want to show you something."
1,13,The Bat Jar Conjecture,Leonard,"Can it wait, I need to talk to you."
1,13,The Bat Jar Conjecture,Sheldon,"Just look. I’ve designed the perfect uniforms for our team. The colours are based on Star Trek, the original series. The three of you will wear support red, and I will wear command gold."
1,13,The Bat Jar Conjecture,Leonard,Why do they say AA?
1,13,The Bat Jar Conjecture,Sheldon,Army Ants.
1,13,The Bat Jar Conjecture,Leonard,Isn’t that confusing? AA might mean something else to certain people.
1,13,The Bat Jar Conjecture,Sheldon,Why would a physics bowl team be called anodised aluminium?
1,13,The Bat Jar Conjecture,Leonard,"No, I meant…. never mind. Hey, check it out. I got you a Batman cookie jar!"
1,13,The Bat Jar Conjecture,Sheldon,"Oh neat, what’s the occasion?"
1,13,The Bat Jar Conjecture,Leonard,"Well, you’re a friend, and you like Batman, and cookies, and you’re off the team."
1,13,The Bat Jar Conjecture,Sheldon,What?
1,13,The Bat Jar Conjecture,Leonard,"Howard, Raj and I just had a team meeting."
1,13,The Bat Jar Conjecture,Sheldon,No you didn’t.
1,13,The Bat Jar Conjecture,Leonard,"Yes we did, I just came from it."
1,13,The Bat Jar Conjecture,Sheldon,"Okay, I don’t know where you just came from, but it couldn’t have been a team meeting because I’m on the team and I wasn’t there, ergo the team did not meet."
1,13,The Bat Jar Conjecture,Leonard,"Okay, let me try it this way, uh, I was at a coffee klatch with a couple of friends and one thing led to another and it turns out you’re off the team."
1,13,The Bat Jar Conjecture,Sheldon,Why?
1,13,The Bat Jar Conjecture,Leonard,Because you’re taking all the fun out of it.
1,13,The Bat Jar Conjecture,Sheldon,"Well, I’m sorry, is the winner of the physics bowl the team that has the most fun?"
1,13,The Bat Jar Conjecture,Leonard,"Okay, let me try it this way, you’re annoying and no-one wants to play with you any more."
1,13,The Bat Jar Conjecture,Sheldon,"I see. Well. At this point I should inform you that I intend to form my own team and destroy the molecular bonds that bind your very matter together, and reduce the resulting particulate chaos to tears."
1,13,The Bat Jar Conjecture,Leonard,Thanks for the heads up.
1,13,The Bat Jar Conjecture,Sheldon,You’re welcome. One more thing.
1,13,The Bat Jar Conjecture,Leonard,Yes.
1,13,The Bat Jar Conjecture,Sheldon,"It’s on, bitch."
1,13,The Bat Jar Conjecture,Leonard,"He won’t say. He just smiles, and eats macaroons out of his bat jar."
1,13,The Bat Jar Conjecture,Leonard,How exactly would that laugh go?
1,13,The Bat Jar Conjecture,Leonard,"Guys, let’s remember that Sheldon is still our friend and my room mate."
1,13,The Bat Jar Conjecture,Leonard,"So nothing, let’s destroy him."
1,13,The Bat Jar Conjecture,Leonard,"Raj, we’re not getting TV’s Blossom to join our physics bowl team."
1,13,The Bat Jar Conjecture,Leonard,We can’t ask Leslie Winkle.
1,13,The Bat Jar Conjecture,Leonard,Yes.
1,13,The Bat Jar Conjecture,Leonard,"Fine. Here I go, taking one for the team. In the sack. Hey Leslie."
1,13,The Bat Jar Conjecture,Leonard,"Leslie, I have a question for you, and it might be a little awkward, you know, given that I…"
1,13,The Bat Jar Conjecture,Leonard,"There’s not? Gee, cos it sure sounds like there should be."
1,13,The Bat Jar Conjecture,Leonard,"That’s all very comforting, but if it’s okay, I’d like to get on with my question now."
1,13,The Bat Jar Conjecture,Leonard,We are entering the physics bowl and we need a fourth for our team.
1,13,The Bat Jar Conjecture,Leonard,She’s in.
1,13,The Bat Jar Conjecture,Leonard,"Oh, yeah. You know you don’t have to stay for the whole thing."
1,13,The Bat Jar Conjecture,Leonard,Sheldon.
1,13,The Bat Jar Conjecture,Leonard,"So, is that your team."
1,13,The Bat Jar Conjecture,Sheldon,"Actually, I don’t need a team, I could easily defeat you single-handedly. But the rules require four, so may I introduce, the third floor janitor, he lady from the lunchroom, and, my Spanish is not good, either her son or her butcher. And what about your team? What rat have you recruited to the SS Sinking Ship?"
1,13,The Bat Jar Conjecture,Sheldon,Leslie Winkle?
1,13,The Bat Jar Conjecture,Sheldon,"Yes, well, I’m polymerised tree sap and you’re non-organic adhesive so, whatever verbal projectile you launch in my direction is reflected off of me, returns on its original trajectory, and adheres to you."
1,13,The Bat Jar Conjecture,Leonard,Here’s your tee-shirt. (Hands her a tee-shirt with PMS on it. Takes jacket off to reveal similar.)
1,13,The Bat Jar Conjecture,Leonard,"No, it stands for Perpetual Motion Squad."
1,13,The Bat Jar Conjecture,Leonard,The Eta Meson.
1,13,The Bat Jar Conjecture,Sheldon,Formal protest.
1,13,The Bat Jar Conjecture,Sheldon,The Velcro on my wrist brace caught on my shirt.
1,13,The Bat Jar Conjecture,Sheldon,"And of course, the answer is Technetium."
1,13,The Bat Jar Conjecture,Sheldon,4.1855 times ten to the seventh ergs per calorie.
1,13,The Bat Jar Conjecture,Leonard,Prevost’s theory of exchanges.
1,13,The Bat Jar Conjecture,Sheldon,Lamda equals one over Pi R squared N
1,13,The Bat Jar Conjecture,Sheldon,A sigma particle.
1,13,The Bat Jar Conjecture,Leonard,What the hell is that.
1,13,The Bat Jar Conjecture,Leonard,"Come on, think, Leslie."
1,13,The Bat Jar Conjecture,Leonard,"You’re never going to let that go, are you?"
1,13,The Bat Jar Conjecture,Leonard,"Sorry, I panicked."
1,13,The Bat Jar Conjecture,Leonard,"Um, eight. (Gablehouser stares at him.) Point four."
1,13,The Bat Jar Conjecture,Sheldon,"Hang on, hang on a second, that’s not our answer. What are you doing?"
1,13,The Bat Jar Conjecture,Sheldon,How do you know anything about physics?
1,13,The Bat Jar Conjecture,Sheldon,"Well that’s a delightful little story, but our arrangement was that you sit here and not say anything, I answer the questions."
1,13,The Bat Jar Conjecture,Sheldon,"Hey look, now maybe you have democracy now in your beloved Russia, but on this physics bowl team I rule with an iron fist. (Makes fist in the air). Ow!"
1,13,The Bat Jar Conjecture,Sheldon,Well it’s not what he said.
1,13,The Bat Jar Conjecture,Sheldon,I want a different question.
1,13,The Bat Jar Conjecture,Sheldon,Formal protest.
1,13,The Bat Jar Conjecture,Sheldon,Informal protest.
1,13,The Bat Jar Conjecture,Sheldon,No. I decline to provide one.
1,13,The Bat Jar Conjecture,Sheldon,That’s your opinion.
1,13,The Bat Jar Conjecture,Leonard,"Hang on. Sheldon, is proving that you are single-handedly smarter than everyone else so important that you would rather lose by yourself than win as part of a team."
1,13,The Bat Jar Conjecture,Sheldon,I don’t understand the question.
1,13,The Bat Jar Conjecture,Leonard,Go ahead.
1,13,The Bat Jar Conjecture,Leonard,"Sorry, somebody’s sitting there."
1,13,The Bat Jar Conjecture,Sheldon,Who?
1,13,The Bat Jar Conjecture,Leonard,My Physics Bowl Trophy!
1,13,The Bat Jar Conjecture,Sheldon,"That trophy is meaningless, I forfeited, therefore you did not win."
1,13,The Bat Jar Conjecture,Leonard,I know someone who would disagree.
1,13,The Bat Jar Conjecture,Sheldon,Who?
1,13,The Bat Jar Conjecture,Leonard,"My Physics Bowl Trophy! (In weird voice) “Leonard is so smart, Sheldon who?”"
1,13,The Bat Jar Conjecture,Sheldon,Alright that is very immature.
1,13,The Bat Jar Conjecture,Leonard,"You’re right, I’m sorry. (In voice, waving trophy in Sheldon’s face) I’m not!"
1,13,The Bat Jar Conjecture,Leonard,What are you doing?
1,13,The Bat Jar Conjecture,Sheldon,Absolutely.
1,13,The Bat Jar Conjecture,Leonard,Bring it on.
1,13,The Bat Jar Conjecture,Leonard,How do you know these things?
1,13,The Bat Jar Conjecture,Sheldon,William Shatner.
1,13,The Bat Jar Conjecture,Leonard,"Wait, I don’t think it’s Shatner."
1,13,The Bat Jar Conjecture,Sheldon,Then it’s got to be Patrick Stewart.
1,13,The Bat Jar Conjecture,Sheldon,Formal protest.
1,14,The Nerdvana Annihilation,Sheldon,"Well, this sandwich is an unmitigated disaster. I asked for turkey and roast beef with lettuce and swiss on wholewheat."
1,14,The Nerdvana Annihilation,Sheldon,Turkey and roast beef with swiss and lettuce on wholewheat. It’s the right ingredients but in the wrong order. In a proper sandwich the cheese is adjacent to the bread to create a moisture barrier against the lettuce. They might as well have dragged this thing through a car wash.
1,14,The Nerdvana Annihilation,Leonard,I don’t believe it.
1,14,The Nerdvana Annihilation,Sheldon,"I know, it’s basic culinary science."
1,14,The Nerdvana Annihilation,Leonard,Some guy is auctioning off a miniature time machine prop from the original film and no-one is bidding on it.
1,14,The Nerdvana Annihilation,Leonard,"No, a time machine from Sophie’s Choice."
1,14,The Nerdvana Annihilation,Leonard,Uh-huh.
1,14,The Nerdvana Annihilation,Leonard,Yeah. And that’s my bid.
1,14,The Nerdvana Annihilation,Sheldon,You bid $800.
1,14,The Nerdvana Annihilation,Leonard,"It was a spur of the moment thing, I figured it would go for thousands and I just wanted to be a part of it."
1,14,The Nerdvana Annihilation,Sheldon,There’s only 30 seconds left in the auction.
1,14,The Nerdvana Annihilation,Leonard,Not to blow on a miniature time machine.
1,14,The Nerdvana Annihilation,Leonard,"Come on, snipers."
1,14,The Nerdvana Annihilation,Leonard,Where are your snipers?
1,14,The Nerdvana Annihilation,Leonard,Snipe.
1,14,The Nerdvana Annihilation,Leonard,Snipe.
1,14,The Nerdvana Annihilation,Leonard,Snipe!
1,14,The Nerdvana Annihilation,Leonard,SNIPE!
1,14,The Nerdvana Annihilation,Leonard,Aaaa-aw!
1,14,The Nerdvana Annihilation,Sheldon,"I wonder why no-one else bid, this is a classic piece of sci-fi movie memorabilia."
1,14,The Nerdvana Annihilation,Leonard,"Yeah, I know, I still can’t afford it."
1,14,The Nerdvana Annihilation,Sheldon,Need you ask? But I still don’t understand why no-one else bid.
1,14,The Nerdvana Annihilation,Sheldon,I understand why no-one else bid.
1,14,The Nerdvana Annihilation,Leonard,I just assumed. Who sells a full sized time machine for $800?
1,14,The Nerdvana Annihilation,Sheldon,"In a venn diagram, that would be an individual located within the intersection of the sets “no longer want my time machine” and “need $800”."
1,14,The Nerdvana Annihilation,Leonard,How are we going to get it upstairs?
1,14,The Nerdvana Annihilation,Leonard,Yes but the elevator’s been broken for two years.
1,14,The Nerdvana Annihilation,Sheldon,"I’ve been meaning to ask you, do you think we should make a call about that?"
1,14,The Nerdvana Annihilation,Leonard,"Come on, guys, push."
1,14,The Nerdvana Annihilation,Sheldon,"It’s the same amount of work no matter how fast you go, basic physics."
1,14,The Nerdvana Annihilation,Sheldon,Yeah.
1,14,The Nerdvana Annihilation,Leonard,"Oh, just, you know, moving… something upstairs."
1,14,The Nerdvana Annihilation,Leonard,"It’s… you know, time machine."
1,14,The Nerdvana Annihilation,Leonard,"Uh, just give us a few minutes."
1,14,The Nerdvana Annihilation,Sheldon,"Then I have a simple solution, go up to the roof, hop over to the next building, there’s a small gap, don’t look down if you’re subject to vertigo, and use their stairwell."
1,14,The Nerdvana Annihilation,Sheldon,"Oh, I never joke when it comes to vertigo."
1,14,The Nerdvana Annihilation,Leonard,"Hey, if you wait for us to set up the time machine, I can drop you off at work yesterday. Time travel joke, it’s not… never mind."
1,14,The Nerdvana Annihilation,Sheldon,"For what it’s worth, I thought it was humorous."
1,14,The Nerdvana Annihilation,Leonard,"Let’s just do this. Guys, ready to push?"
1,14,The Nerdvana Annihilation,Sheldon,I don’t know what you were worried about. I think it really works in the room.
1,14,The Nerdvana Annihilation,Leonard,Yeah. It is by far the coolest thing I have ever owned.
1,14,The Nerdvana Annihilation,Sheldon,"The exact time machine that carried actor Rod Taylor from Victorian England into the post-apocalyptic future, which society had splintered into two factions, the sub-terranean Morlocks, who survived by feasting on the flesh of the gentle surface dwelling Eloy."
1,14,The Nerdvana Annihilation,Sheldon,"Gentlemen, I know we said we’d take turns, but I think you’d agree that practicality dictates it remain here."
1,14,The Nerdvana Annihilation,Sheldon,"Alright, I think we’re going to need some ground rules, in addition to the expected no shoes in the time machine and no eating in the time machine, I propose that we add pants must be worn at all times in the time machine."
1,14,The Nerdvana Annihilation,Leonard,Seconded.
1,14,The Nerdvana Annihilation,Leonard,That sounds fair.
1,14,The Nerdvana Annihilation,Sheldon,"Hold on. Bi-monthly is an ambiguous term, do you mean move it every other month, or twice a month?"
1,14,The Nerdvana Annihilation,Sheldon,Then no.
1,14,The Nerdvana Annihilation,Sheldon,No.
1,14,The Nerdvana Annihilation,Leonard,"Sheldon, you can’t be selfish, we all paid for it, so it belongs to all of us. Now out of the way so I can sit in my time machine. (Sits and turns it on. The three lights on the front illuminate. All let out an “oh”.) Okay, I am setting the dials for March 10th, 1876."
1,14,The Nerdvana Annihilation,Sheldon,"Wait a minute, I’d want to see that too."
1,14,The Nerdvana Annihilation,Leonard,"So, when it’s your turn you can."
1,14,The Nerdvana Annihilation,Sheldon,"But if we all go back to the same point in time, Bell’s lab is going to get very crowded, he’ll know something’s up."
1,14,The Nerdvana Annihilation,Sheldon,"Oh, I have a solution, first go into the future and obtain a cloaking device."
1,14,The Nerdvana Annihilation,Sheldon,"If I remember correctly, Captain Kirk will steal a cloaking device from the Romulans on Stardate 5027.3, which will be January 10th 2328 by pre-federation reckoning."
1,14,The Nerdvana Annihilation,Leonard,"Okay, I am setting the dials for January 10th, 2328. Here we go into the future. (Pulls lever, the disk begins to spin. The other guys all run around the flat as if moving in fast motion.) That was fun."
1,14,The Nerdvana Annihilation,Leonard,Are you okay?
1,14,The Nerdvana Annihilation,Leonard,That doesn’t sound too bad.
1,14,The Nerdvana Annihilation,Leonard,Sorry.
1,14,The Nerdvana Annihilation,Sheldon,Time machine.
1,14,The Nerdvana Annihilation,Leonard,"The lights flash and the dish spins, you wanna try it?"
1,14,The Nerdvana Annihilation,Sheldon,"Again, time machine."
1,14,The Nerdvana Annihilation,Sheldon,It only moves in time. It would be worse than useless in a swamp.
1,14,The Nerdvana Annihilation,Sheldon,"Leonard, it’s two in the morning."
1,14,The Nerdvana Annihilation,Leonard,So?
1,14,The Nerdvana Annihilation,Sheldon,So it’s my turn. Why did you set it for the day before yesterday?
1,14,The Nerdvana Annihilation,Leonard,Because I want to go back and keep myself from getting a time machine.
1,14,The Nerdvana Annihilation,Sheldon,"You can’t. If you were to prevent yourself from buying it in the past, you would not have it available in the present to travel back and stop yourself from buying it, ergo you would still have it. This is a classic rookie time travel mistake."
1,14,The Nerdvana Annihilation,Leonard,Can I go back and prevent you from explaining that to me?
1,14,The Nerdvana Annihilation,Sheldon,"Same paradox. If you were to travel back in time and, say, knock me unconscious, you would not then have the conversation that irritated you, motivating you to go back and knock me unconscious."
1,14,The Nerdvana Annihilation,Leonard,What if I knocked you unconscious right now?
1,14,The Nerdvana Annihilation,Sheldon,It won’t change the past.
1,14,The Nerdvana Annihilation,Leonard,But it would make the present so much nicer.
1,14,The Nerdvana Annihilation,Sheldon,Are you upset about something?
1,14,The Nerdvana Annihilation,Leonard,What was your first clue?
1,14,The Nerdvana Annihilation,Sheldon,"Well, it was a number of things. First the late hour, then your demeanour seems very low energy, plus your irritability…"
1,14,The Nerdvana Annihilation,Leonard,Yes I’m upset.
1,14,The Nerdvana Annihilation,Sheldon,Oh! I don’t usually pick up on those things. Good for me.
